bits,x,atanf_bits,atanf
BF296FB8,-0.661860943,BF15ACD0,-0.584668159
3F02A523,0.510332286,3EF19A28,0.471879244
BF02A523,-0.510332286,BEF19A28,-0.471879244
3F2A1F44,0.664539576,3F1626BC,0.58652854
BF2A1F44,-0.664539576,BF1626BC,-0.58652854
3F02CE41,0.510959685,3EF1DB61,0.472376853
BF02CE41,-0.510959685,BEF1DB61,-0.472376853
3F21A888,0.631477833,3F1030C2,0.563243985
BF21A888,-0.631477833,BF1030C2,-0.563243985
3F15D93D,0.585346043,3F079238,0.529574871
BF15D93D,-0.585346043,BF079238,-0.529574871
3EF8E618,0.486130476,3EE7ACD7,0.452490538
BEF8E618,-0.486130476,BEE7ACD7,-0.452490538
3F04A06B,0.518072784,3EF4BC8F,0.478001088
BF04A06B,-0.518072784,BEF4BC8F,-0.478001088
3EFA3579,0.488689214,3EE8BBD7,0.454558104
BEFA3579,-0.488689214,BEE8BBD7,-0.454558104
3F299906,0.662491202,3F15C987,0.585106313
BF299906,-0.662491202,BF15C987,-0.585106313
3F0A1163,0.5393278,3EFD3DDF,0.494612664
BF0A1163,-0.5393278,BEFD3DDF,-0.494612664
3F07AB87,0.52996105,3EF98314,0.487328172
BF07AB87,-0.52996105,BEF98314,-0.487328172
3F157BF2,0.583922505,3F074CB0,0.528513908
BF157BF2,-0.583922505,BF074CB0,-0.528513908
3F008E2A,0.502169251,3EEE467C,0.465381503
BF008E2A,-0.502169251,BEEE467C,-0.465381503
3EF4329A,0.476948559,3EE3DBE3,0.445036978
BEF4329A,-0.476948559,BEE3DBE3,-0.445036978
3F28E538,0.659747601,3F154C69,0.583197176
BF28E538,-0.659747601,BF154C69,-0.583197176
3F2ABDB5,0.6669572,3F169485,0.588203728
BF2ABDB5,-0.6669572,BF169485,-0.588203728
3EEC9C89,0.462131768,3EDDA4A6,0.432896793
BEEC9C89,-0.462131768,BEDDA4A6,-0.432896793
3F0B64DF,0.544507921,3EFF4AB6,0.498616874
BF0B64DF,-0.544507921,BEFF4AB6,-0.498616874
3EEE0EFC,0.464958072,3EDED593,0.435223192
BEEE0EFC,-0.464958072,BEDED593,-0.435223192
3F168D9D,0.588098347,3F081866,0.531622291
BF168D9D,-0.588098347,BF081866,-0.531622291
3EFC0887,0.492252558,3EEA3454,0.457430482
BEFC0887,-0.492252558,BEEA3454,-0.457430482
3F1178E6,0.568251014,3F044990,0.516747475
BF1178E6,-0.568251014,BF044990,-0.516747475
3EEA34EB,0.457434982,3EDBA876,0.42901963
BEEA34EB,-0.457434982,BEDBA876,-0.42901963
3EF8540D,0.485016257,3EE736AA,0.451588929
BEF8540D,-0.485016257,BEE736AA,-0.451588929
3F237EE4,0.638654947,3F117FF0,0.568358421
BF237EE4,-0.638654947,BF117FF0,-0.568358421
3F1190B4,0.568614244,3F045B8D,0.517021954
BF1190B4,-0.568614244,BF045B8D,-0.517021954
3F1F2239,0.621615946,3F0E60A4,0.556162119
BF1F2239,-0.621615946,BF0E60A4,-0.556162119
3F298ED7,0.662335813,3F15C273,0.58499831
BF298ED7,-0.662335813,BF15C273,-0.58499831
3F2CD01B,0.675050437,3F180240,0.593784332
BF2CD01B,-0.675050437,BF180240,-0.593784332
3F0BC07B,0.545905769,3EFFD7F2,0.499694407
BF0BC07B,-0.545905769,BEFFD7F2,-0.499694407
3F1F1AB8,0.621501446,3F0E5B3B,0.556079566
BF1F1AB8,-0.621501446,BF0E5B3B,-0.556079566
3F14792E,0.579974055,3F068B63,0.525564373
BF14792E,-0.579974055,BF068B63,-0.525564373
3F1E6916,0.618790984,3F0DDAF0,0.554121971
BF1E6916,-0.618790984,BF0DDAF0,-0.554121971
3EE894C6,0.454260051,3EDA4FEA,0.426390946
BEE894C6,-0.454260051,BEDA4FEA,-0.426390946
3EF50F76,0.478633583,3EE48FB3,0.446408838
BEF50F76,-0.478633583,BEE48FB3,-0.446408838
3F240FDB,0.640866935,3F11E6CD,0.56992799
BF240FDB,-0.640866935,BF11E6CD,-0.56992799
3EFF7F33,0.499017328,3EECFC23,0.462861151
BEFF7F33,-0.499017328,BEECFC23,-0.462861151
3EE4B9F4,0.44673121,3ED71B94,0.420132279
BEE4B9F4,-0.44673121,BED71B94,-0.420132279
3F162BBC,0.586604834,3F07CFA0,0.530511856
BF162BBC,-0.586604834,BF07CFA0,-0.530511856
3EED6BEB,0.463713974,3EDE4F6E,0.43419975
BEED6BEB,-0.463713974,BEDE4F6E,-0.43419975
3EFBEE05,0.49205032,3EEA1EFD,0.457267672
BEFBEE05,-0.49205032,BEEA1EFD,-0.457267672
3F2C6EDA,0.673566461,3F17BF65,0.592764199
BF2C6EDA,-0.673566461,BF17BF65,-0.592764199
3F277AAF,0.654215753,3F144F2D,0.579333127
BF277AAF,-0.654215753,BF144F2D,-0.579333127
3EE0E3DD,0.439238459,3ED3E698,0.413868666
BEE0E3DD,-0.439238459,BED3E698,-0.413868666
3F248229,0.642611086,3F1237C3,0.571163356
BF248229,-0.642611086,BF1237C3,-0.571163356
3F15B6EA,0.584822297,3F0778A5,0.529184639
BF15B6EA,-0.584822297,BF0778A5,-0.529184639
3F0E8377,0.556693494,3F020A2B,0.507967651
BF0E8377,-0.556693494,BF020A2B,-0.507967651
3EEED4F7,0.466468543,3EDF7845,0.436464459
BEEED4F7,-0.466468543,BEDF7845,-0.436464459
3F17C9EB,0.592924774,3F0902ED,0.535200894
BF17C9EB,-0.592924774,BF0902ED,-0.535200894
3F2F9BA3,0.685968578,3F19EB4E,0.601246715
BF2F9BA3,-0.685968578,BF19EB4E,-0.601246715
3F18B165,0.596456826,3F09ADED,0.537810147
BF18B165,-0.596456826,BF09ADED,-0.537810147
3F08692C,0.532854795,3EFAAAD8,0.489584684
BF08692C,-0.532854795,BEFAAAD8,-0.489584684
3F0FDEBF,0.561992586,3F0312B0,0.512003899
BF0FDEBF,-0.561992586,BF0312B0,-0.512003899
3F26789A,0.650277734,3F139A1F,0.576570451
BF26789A,-0.650277734,BF139A1F,-0.576570451
3EF99200,0.487442017,3EE837D1,0.453550845
BEF99200,-0.487442017,BEE837D1,-0.453550845
3F2D4179,0.676780283,3F185010,0.594971657
BF2D4179,-0.676780283,BF185010,-0.594971657
3F11E166,0.569845557,3F049880,0.517951965
BF11E166,-0.569845557,BF049880,-0.517951965
3EFA30FD,0.488655001,3EE8B838,0.454530478
BEFA30FD,-0.488655001,BEE8B838,-0.454530478
3F23A7C8,0.639278889,3F119CF9,0.568801463
BF23A7C8,-0.639278889,BF119CF9,-0.568801463
3F237AE4,0.638593912,3F117D18,0.568315029
BF237AE4,-0.638593912,BF117D18,-0.568315029
3EF3B6B2,0.47600323,3EE376E8,0.444266558
BEF3B6B2,-0.47600323,BEE376E8,-0.444266558
3EE97C69,0.456027299,3EDB0FCC,0.427854896
BEE97C69,-0.456027299,BEDB0FCC,-0.427854896
3EE70C36,0.451265037,3ED90A22,0.423905432
BEE70C36,-0.451265037,BED90A22,-0.423905432
3F12404E,0.571293712,3F04E019,0.519044459
BF12404E,-0.571293712,BF04E019,-0.519044459
3EF367A1,0.475400001,3EE3366E,0.443774641
BEF367A1,-0.475400001,BEE3366E,-0.443774641
3F214F50,0.630116463,3F0FF0EF,0.562270105
BF214F50,-0.630116463,BF0FF0EF,-0.562270105
3F10C603,0.565521419,3F03C22E,0.514681697
BF10C603,-0.565521419,BF03C22E,-0.514681697
3EFE3349,0.496485025,3EEBF221,0.460831672
BEFE3349,-0.496485025,BEEBF221,-0.460831672
3F21C204,0.631866693,3F1042F9,0.563521922
BF21C204,-0.631866693,BF1042F9,-0.563521922
3F0D67ED,0.552367032,3F013150,0.504658699
BF0D67ED,-0.552367032,BF013150,-0.504658699
3EE03C6B,0.437960953,3ED35A2A,0.412797272
BEE03C6B,-0.437960953,BED35A2A,-0.412797272
3F183169,0.594503939,3F094F72,0.536368489
BF183169,-0.594503939,BF094F72,-0.536368489
3EEBEE16,0.460800827,3EDD14D3,0.431799501
BEEBEE16,-0.460800827,BEDD14D3,-0.431799501
3EE90C84,0.455173612,3EDAB323,0.427147955
BEE90C84,-0.455173612,BEDAB323,-0.427147955
3EFE98CA,0.497259438,3EEC4389,0.461452752
BEFE98CA,-0.497259438,BEEC4389,-0.461452752
3EED5BA6,0.463589847,3EDE420A,0.434097588
BEED5BA6,-0.463589847,BEDE420A,-0.434097588
3EF34AA2,0.475178778,3EE31EC7,0.443594187
BEF34AA2,-0.475178778,BEE31EC7,-0.443594187
3EEAA4C7,0.458288401,3EDC04EF,0.42972514
BEEAA4C7,-0.458288401,BEDC04EF,-0.42972514
3F27C3FA,0.655334115,3F14827A,0.580115914
BF27C3FA,-0.655334115,BF14827A,-0.580115914
3F0AA673,0.541602314,3EFE249A,0.496372998
BF0AA673,-0.541602314,BEFE249A,-0.496372998
3F15FFB2,0.585932851,3F07AEDA,0.530011773
BF15FFB2,-0.585932851,BF07AEDA,-0.530011773
3F1C13B0,0.609675407,3F0C292F,0.547503412
BF1C13B0,-0.609675407,BF0C292F,-0.547503412
3EFC2C1D,0.492524058,3EEA50F8,0.457648993
BEFC2C1D,-0.492524058,BEEA50F8,-0.457648993
3F14F003,0.581787288,3F06E43D,0.52692014
BF14F003,-0.581787288,BF06E43D,-0.52692014
3F24C41A,0.643617272,3F126669,0.571875155
BF24C41A,-0.643617272,BF126669,-0.571875155
3F259F42,0.646961331,3F130123,0.574236095
BF259F42,-0.646961331,BF130123,-0.574236095
3F0E947E,0.556953311,3F02172A,0.508165956
BF0E947E,-0.556953311,BF02172A,-0.508165956
3F091751,0.53551203,3EFBB9D0,0.491652012
BF091751,-0.53551203,BEFBB9D0,-0.491652012
3F2F4C15,0.68475467,3F19B52D,0.600420773
BF2F4C15,-0.68475467,BF19B52D,-0.600420773
3EFE8136,0.497079551,3EEC30A1,0.461308509
BEFE8136,-0.497079551,BEEC30A1,-0.461308509
3EE5AF92,0.44860512,3ED7E830,0.421693325
BEE5AF92,-0.44860512,BED7E830,-0.421693325
3F15FAC4,0.58585763,3F07AB2F,0.529955804
BF15FAC4,-0.58585763,BF07AB2F,-0.529955804
3F266F5B,0.65013665,3F13939F,0.576471269
BF266F5B,-0.65013665,BF13939F,-0.576471269
3F2BF13A,0.671649575,3F1768E6,0.591444373
BF2BF13A,-0.671649575,BF1768E6,-0.591444373
3F070177,0.527366102,3EF87940,0.485300064
BF070177,-0.527366102,BEF87940,-0.485300064
3EEC24EA,0.461219132,3EDD420B,0.432144493
BEEC24EA,-0.461219132,BEDD420B,-0.432144493
3F17CEF2,0.593001485,3F0906A5,0.535257638
BF17CEF2,-0.593001485,BF0906A5,-0.535257638
3F0783B3,0.529353321,3EF944DF,0.48685357
BF0783B3,-0.529353321,BEF944DF,-0.48685357
3EE17F7C,0.440425754,3ED468FE,0.414863527
BEE17F7C,-0.440425754,BED468FE,-0.414863527
3EECBDCA,0.462385476,3EDDC00C,0.433105826
BEECBDCA,-0.462385476,BEDDC00C,-0.433105826
3EEB1365,0.459132344,3EDC6053,0.430422395
BEEB1365,-0.459132344,BEDC6053,-0.430422395
3EFF8D80,0.499126434,3EED0796,0.462948501
BEFF8D80,-0.499126434,BEED0796,-0.462948501
3EE3C93B,0.444894642,3ED652C4,0.418600202
BEE3C93B,-0.444894642,BED652C4,-0.418600202
3F003029,0.500734866,3EEDB041,0.464235336
BF003029,-0.500734866,BEEDB041,-0.464235336
3F024A8D,0.508950055,3EF10A56,0.470781982
BF024A8D,-0.508950055,BEF10A56,-0.470781982
3EF97EBB,0.487295002,3EE8283F,0.453432053
BEF97EBB,-0.487295002,BEE8283F,-0.453432053
3EFC4E5A,0.492785275,3EEA6C85,0.457859188
BEFC4E5A,-0.492785275,BEEA6C85,-0.457859188
3F142461,0.578680098,3F064BE5,0.524595559
BF142461,-0.578680098,BF064BE5,-0.524595559
3EE53117,0.447640151,3ED77EDC,0.420889735
BEE53117,-0.447640151,BED77EDC,-0.420889735
3EF13E85,0.471180111,3EE1728C,0.440327048
BEF13E85,-0.471180111,BEE1728C,-0.440327048
3F23563F,0.638034761,3F11630F,0.567917764
BF23563F,-0.638034761,BF11630F,-0.567917764
3F012AC7,0.50455898,3EEF4064,0.467288136
BF012AC7,-0.50455898,BEEF4064,-0.467288136
3EEB5B9D,0.459683329,3EDC9BF5,0.430877358
BEEB5B9D,-0.459683329,BEDC9BF5,-0.430877358
3EFD54FF,0.494789094,3EEB3FAE,0.459470212
BEFD54FF,-0.494789094,BEEB3FAE,-0.459470212
3F2F6E3A,0.685275674,3F19CC6A,0.600775361
BF2F6E3A,-0.685275674,BF19CC6A,-0.600775361
3F1752E7,0.591108739,3F08AACC,0.533856153
BF1752E7,-0.591108739,BF08AACC,-0.533856153
3F06B961,0.526266158,3EF80866,0.484439075
BF06B961,-0.526266158,BEF80866,-0.484439075
3EEDFDB9,0.464826375,3EDEC762,0.43511492
BEEDFDB9,-0.464826375,BEDEC762,-0.43511492
3F17BFE8,0.592772007,3F08FB84,0.535087824
BF17BFE8,-0.592772007,BF08FB84,-0.535087824
3F29BB16,0.663010955,3F15E132,0.585467458
BF29BB16,-0.663010955,BF15E132,-0.585467458
3EFFDFD3,0.499754518,3EED497A,0.463451207
BEFFDFD3,-0.499754518,BEED497A,-0.463451207
3EFD9C14,0.495331407,3EEB78C5,0.459905773
BEFD9C14,-0.495331407,BEEB78C5,-0.459905773
3F0CA1B4,0.549342394,3F00993C,0.502338171
BF0CA1B4,-0.549342394,BF00993C,-0.502338171
3F0456A3,0.516946971,3EF4482B,0.477113098
BF0456A3,-0.516946971,BEF4482B,-0.477113098
3EE3B22E,0.444718778,3ED63F86,0.418453395
BEE3B22E,-0.444718778,BED63F86,-0.418453395
3EEB4FAA,0.459592164,3EDC9217,0.430802077
BEEB4FAA,-0.459592164,BEDC9217,-0.430802077
3EFABC27,0.489716738,3EE92883,0.455387205
BEFABC27,-0.489716738,BEE92883,-0.455387205
3EE193A1,0.440579444,3ED479DD,0.414992243
BEE193A1,-0.440579444,BED479DD,-0.414992243
3F2BDF77,0.671378553,3F175CA8,0.591257572
BF2BDF77,-0.671378553,BF175CA8,-0.591257572
3F1C4CC9,0.610546649,3F0C52CB,0.54813832
BF1C4CC9,-0.610546649,BF0C52CB,-0.54813832
3F27E871,0.655890524,3F149BFB,0.580505073
BF27E871,-0.655890524,BF149BFB,-0.580505073
3EF1F9F8,0.472610235,3EE20BDB,0.4414967
BEF1F9F8,-0.472610235,BEE20BDB,-0.4414967
3F29DF94,0.663567781,3F15FA8A,0.585854173
BF29DF94,-0.663567781,BF15FA8A,-0.585854173
3F006B91,0.501641333,3EEE0F36,0.4649598
BF006B91,-0.501641333,BEEE0F36,-0.4649598
3EFA4148,0.488779306,3EE8C55F,0.454630822
BEFA4148,-0.488779306,BEE8C55F,-0.454630822
3EEABB18,0.458458662,3EDC1760,0.429865837
BEEABB18,-0.458458662,BEDC1760,-0.429865837
3F1D25C0,0.613857269,3F0CF09C,0.550546408
BF1D25C0,-0.613857269,BF0CF09C,-0.550546408
3EFB876F,0.491267651,3EE9CC5F,0.456637353
BEFB876F,-0.491267651,BEE9CC5F,-0.456637353
3EF9EB16,0.488121688,3EE87FC8,0.454099894
BEF9EB16,-0.488121688,BEE87FC8,-0.454099894
3F0D16C0,0.551128387,3F00F315,0.503709137
BF0D16C0,-0.551128387,BF00F315,-0.503709137
3F02F3DC,0.511533499,3EF21702,0.472831786
BF02F3DC,-0.511533499,BEF21702,-0.472831786
3F27039F,0.652399004,3F13FBBB,0.578059852
BF27039F,-0.652399004,BF13FBBB,-0.578059852
3F07897F,0.529441774,3EF94DEE,0.486922681
BF07897F,-0.529441774,BEF94DEE,-0.486922681
3EE1F099,0.441288739,3ED4C7B2,0.415586054
BEE1F099,-0.441288739,BED4C7B2,-0.415586054
3EFCB279,0.493549138,3EEABD0E,0.458473623
BEFCB279,-0.493549138,BEEABD0E,-0.458473623
3F0ABC51,0.54193598,3EFE466A,0.496630967
BF0ABC51,-0.54193598,BEFE466A,-0.496630967
3F257ECF,0.646466196,3F12EA42,0.573886991
BF257ECF,-0.646466196,BF12EA42,-0.573886991
3EE5EA23,0.449051946,3ED818F0,0.422065258
BEE5EA23,-0.449051946,BED818F0,-0.422065258
3EE87A38,0.454057455,3EDA39E6,0.42622298
BEE87A38,-0.454057455,BEDA39E6,-0.42622298
3EE985E9,0.456099778,3EDB17AA,0.427914917
BEE985E9,-0.456099778,BEDB17AA,-0.427914917
3EEEFFDE,0.466795862,3EDF9B80,0.436733246
BEEEFFDE,-0.466795862,BEDF9B80,-0.436733246
3F01DC0D,0.507263958,3EF05AAF,0.469441861
BF01DC0D,-0.507263958,BEF05AAF,-0.469441861
3F14B2DE,0.580854297,3F06B68A,0.526222825
BF14B2DE,-0.580854297,BF06B68A,-0.526222825
3F0774F0,0.529128075,3EF92DCF,0.486677617
BF0774F0,-0.529128075,BEF92DCF,-0.486677617
3F20B091,0.62769419,3F0F7F2E,0.560534358
BF20B091,-0.62769419,BF0F7F2E,-0.560534358
3F1A6AFD,0.603195012,3F0AF2AD,0.542765439
BF1A6AFD,-0.603195012,BF0AF2AD,-0.542765439
3F2D24F0,0.676344872,3F183C7E,0.594673038
BF2D24F0,-0.676344872,BF183C7E,-0.594673038
3F102494,0.563058138,3F0347BC,0.51281333
BF102494,-0.563058138,BF0347BC,-0.51281333
3EECD87D,0.462589175,3EDDD60A,0.433273613
BEECD87D,-0.462589175,BEDDD60A,-0.433273613
3EF1D1F6,0.472305,3EE1EB26,0.441247165
BEF1D1F6,-0.472305,BEE1EB26,-0.441247165
3F1A3696,0.602395415,3F0ACC3E,0.542178988
BF1A3696,-0.602395415,BF0ACC3E,-0.542178988
3EFE9B8F,0.497280568,3EEC45C2,0.46146971
BEFE9B8F,-0.497280568,BEEC45C2,-0.46146971
3F06648C,0.524971724,3EF78376,0.483424842
BF06648C,-0.524971724,BEF78376,-0.483424842
3EFDF57B,0.496013492,3EEBC08A,0.460453331
BEFDF57B,-0.496013492,BEEBC08A,-0.460453331
3F22E119,0.636247218,3F110FBC,0.566646338
BF22E119,-0.636247218,BF110FBC,-0.566646338
3EFC5E5A,0.492907345,3EEA7965,0.457957417
BEFC5E5A,-0.492907345,BEEA7965,-0.457957417
3F0033B1,0.500788748,3EEDB5E6,0.4642784
BF0033B1,-0.500788748,BEEDB5E6,-0.4642784
3F061D90,0.523888588,3EF7141D,0.482575327
BF061D90,-0.523888588,BEF7141D,-0.482575327
3EE6E0DC,0.450934291,3ED8E61D,0.423630625
BEE6E0DC,-0.450934291,BED8E61D,-0.423630625
3F12F2DE,0.574018359,3F056690,0.52109623
BF12F2DE,-0.574018359,BF056690,-0.52109623
3EE15628,0.440110445,3ED44660,0.414599419
BEE15628,-0.440110445,BED44660,-0.414599419
3EFF4420,0.498566628,3EECCCD5,0.462500244
BEFF4420,-0.498566628,BEECCCD5,-0.462500244
3F1C8EF1,0.611556113,3F0C82F7,0.548873365
BF1C8EF1,-0.611556113,BF0C82F7,-0.548873365
3F169F43,0.588367641,3F082583,0.531822383
BF169F43,-0.588367641,BF082583,-0.531822383
3F2E2E73,0.680396259,3F18F253,0.597447574
BF2E2E73,-0.680396259,BF18F253,-0.597447574
3F2F83EA,0.685606599,3F19DB2C,0.601000547
BF2F83EA,-0.685606599,BF19DB2C,-0.601000547
3F0BE50D,0.546463788,3F000824,0.500124216
BF0BE50D,-0.546463788,BF000824,-0.500124216
3F29F887,0.663948476,3F160BDB,0.5861184
BF29F887,-0.663948476,BF160BDB,-0.5861184
3EFCA941,0.493478805,3EEAB5A4,0.458417058
BEFCA941,-0.493478805,BEEAB5A4,-0.458417058
3F0A282F,0.539675653,3EFD6130,0.494882107
BF0A282F,-0.539675653,BEFD6130,-0.494882107
3F01FF1E,0.507799029,3EF09274,0.469867349
BF01FF1E,-0.507799029,BEF09274,-0.469867349
3EED63F7,0.463653296,3EDE48E3,0.434149832
BEED63F7,-0.463653296,BEDE48E3,-0.434149832
3F27A809,0.654907763,3F146EED,0.579817593
BF27A809,-0.654907763,BF146EED,-0.579817593
3F008630,0.502047539,3EEE39BE,0.465284288
BF008630,-0.502047539,BEEE39BE,-0.465284288
3EE130E2,0.439826071,3ED42725,0.414361149
BEE130E2,-0.439826071,BED42725,-0.414361149
3F1C29BD,0.610011876,3F0C3942,0.547748685
BF1C29BD,-0.610011876,BF0C3942,-0.547748685
3F29C548,0.663166523,3F15E847,0.585575521
BF29C548,-0.663166523,BF15E847,-0.585575521
3EE940EB,0.45557341,3EDADE8A,0.427479088
BEE940EB,-0.45557341,BEDADE8A,-0.427479088
3EF15A35,0.47139135,3EE18934,0.440499902
BEF15A35,-0.47139135,BEE18934,-0.440499902
3F1B90C0,0.60767746,3F0BC9A5,0.546045601
BF1B90C0,-0.60767746,BF0BC9A5,-0.546045601
3F284F45,0.657459557,3F14E3D3,0.581601322
BF284F45,-0.657459557,BF14E3D3,-0.581601322
3EFF50E0,0.498663902,3EECD70B,0.462578148
BEFF50E0,-0.498663902,BEECD70B,-0.462578148
3EEE3DD4,0.465315461,3EDEFC16,0.435517013
BEEE3DD4,-0.465315461,BEDEFC16,-0.435517013
3F2B11C4,0.668239832,3F16CEAA,0.589090943
BF2B11C4,-0.668239832,BF16CEAA,-0.589090943
3EFF5F25,0.49877277,3EECE279,0.462665349
BEFF5F25,-0.49877277,BEECE279,-0.462665349
3F2B92E4,0.670210123,3F1727D8,0.590451717
BF2B92E4,-0.670210123,BF1727D8,-0.590451717
3F06E10A,0.526871324,3EF84680,0.484912872
BF06E10A,-0.526871324,BEF84680,-0.484912872
3F1EE7D7,0.620725095,3F0E3684,0.555519342
BF1EE7D7,-0.620725095,BF0E3684,-0.555519342
3F2C37C1,0.672725737,3F17997A,0.592185616
BF2C37C1,-0.672725737,BF17997A,-0.592185616
3F19C186,0.600609183,3F0A7648,0.540867329
BF19C186,-0.600609183,BF0A7648,-0.540867329
3EEA1E2F,0.457261533,3EDB95A9,0.428876191
BEEA1E2F,-0.457261533,BEDB95A9,-0.428876191
3F092ED2,0.535870671,3EFBDE57,0.491930693
BF092ED2,-0.535870671,BEFBDE57,-0.491930693
3EF2E6E3,0.474417776,3EE2CD62,0.442973197
BEF2E6E3,-0.474417776,BEE2CD62,-0.442973197
3EF8D605,0.486007839,3EE79FD7,0.452391356
BEF8D605,-0.486007839,BEE79FD7,-0.452391356
3F178168,0.591818333,3F08CD40,0.534381866
BF178168,-0.591818333,BF08CD40,-0.534381866
3F2A3961,0.664938033,3F1638D9,0.586804926
BF2A3961,-0.664938033,BF1638D9,-0.586804926
3EF3499F,0.475171059,3EE31DF4,0.443587899
BEF3499F,-0.475171059,BEE31DF4,-0.443587899
3F13FBEF,0.578062952,3F062D97,0.524133146
BF13FBEF,-0.578062952,BF062D97,-0.524133146
3EFA798E,0.489208639,3EE8F2C9,0.454977304
BEFA798E,-0.489208639,BEE8F2C9,-0.454977304
3F181284,0.594032526,3F09389D,0.5360201
BF181284,-0.594032526,BF09389D,-0.5360201
3EEC8224,0.461930394,3EDD8EE5,0.432730824
BEEC8224,-0.461930394,BEDD8EE5,-0.432730824
3F1C1AD4,0.609784365,3F0C2E64,0.547582865
BF1C1AD4,-0.609784365,BF0C2E64,-0.547582865
3F008BEE,0.502135158,3EEE42EA,0.465354264
BF008BEE,-0.502135158,BEEE42EA,-0.465354264
3EE389F0,0.444411755,3ED61DEC,0.418197036
BEE389F0,-0.444411755,BED61DEC,-0.418197036
3EE7D482,0.452793181,3ED9B072,0.425174296
BEE7D482,-0.452793181,BED9B072,-0.425174296
3F802BA1,1.00133145,3F493B74,0.786063433
BF802BA1,-1.00133145,BF493B74,-0.786063433
3F91CF89,1.13914597,3F59B0CE,0.850354075
BF91CF89,-1.13914597,BF59B0CE,-0.850354075
3F6AAF8C,0.916741133,3F3DF2E8,0.741987705
BF6AAF8C,-0.916741133,BF3DF2E8,-0.741987705
3F6ED4AE,0.932932734,3F402EDA,0.750714898
BF6ED4AE,-0.932932734,BF402EDA,-0.750714898
3F7584E3,0.95905894,3F43B676,0.764502883
BF7584E3,-0.95905894,BF43B676,-0.764502883
3F536D04,0.825882196,3F30B91F,0.690324724
BF536D04,-0.825882196,BF30B91F,-0.690324724
3F8F8328,1.12119007,3F57AC0F,0.842469156
BF8F8328,-1.12119007,BF57AC0F,-0.842469156
3F3FE86E,0.749640346,3F24AD67,0.64327091
BF3FE86E,-0.749640346,BF24AD67,-0.64327091
3F55C5E3,0.835050762,3F321CBD,0.695751011
BF55C5E3,-0.835050762,BF321CBD,-0.695751011
3F78FE91,0.972634375,3F4582C1,0.771526396
BF78FE91,-0.972634375,BF4582C1,-0.771526396
3F3F0705,0.74620086,3F241CDA,0.64106524
BF3F0705,-0.74620086,BF241CDA,-0.64106524
3F5F945F,0.873357713,3F37C83C,0.717899084
BF5F945F,-0.873357713,BF37C83C,-0.717899084
3F3FCA1C,0.749177694,3F2499FC,0.642974615
BF3FCA1C,-0.749177694,BF2499FC,-0.642974615
3F3C23C9,0.734921038,3F223F71,0.633780539
BF3C23C9,-0.734921038,BF223F71,-0.633780539
3F938CB1,1.15273106,3F5B31B2,0.85622704
BF938CB1,-1.15273106,BF5B31B2,-0.85622704
3F705599,0.938806117,3F40FC0D,0.75384599
BF705599,-0.938806117,BF40FC0D,-0.75384599
3F966C4A,1.17517972,3F5DA27A,0.865760446
BF966C4A,-1.17517972,BF5DA27A,-0.865760446
3F3B3800,0.731323242,3F21A615,0.631440461
BF3B3800,-0.731323242,BF21A615,-0.631440461
3F55DC5F,0.835393846,3F3229FB,0.695953071
BF55DC5F,-0.835393846,BF3229FB,-0.695953071
3F94C5FE,1.16229224,3F5C3D7F,0.860313356
BF94C5FE,-1.16229224,BF5C3D7F,-0.860313356
3F336C27,0.700869024,3F1C7EBE,0.611308932
BF336C27,-0.700869024,BF1C7EBE,-0.611308932
3F48CF41,0.784412444,3F2A482D,0.665163815
BF48CF41,-0.784412444,BF2A482D,-0.665163815
3F716A37,0.94302696,3F418EC5,0.75608474
BF716A37,-0.94302696,BF418EC5,-0.75608474
3F84D61B,1.03778398,3F4DCEDD,0.803937733
BF84D61B,-1.03778398,BF4DCEDD,-0.803937733
3F5CEF61,0.863027632,3F364636,0.712008834
BF5CEF61,-0.863027632,BF364636,-0.712008834
3F92B98D,1.14628756,3F5A7BC9,0.853451312
BF92B98D,-1.14628756,BF5A7BC9,-0.853451312
3F933F87,1.1503762,3F5AEF5A,0.855214715
BF933F87,-1.1503762,BF5AEF5A,-0.855214715
3F55048E,0.832100749,3F31AAAB,0.694010437
BF55048E,-0.832100749,BF31AAAB,-0.694010437
3F36BAD1,0.713788092,3F1EB312,0.619919896
BF36BAD1,-0.713788092,BF1EB312,-0.619919896
3F348AE0,0.705244064,3F1D3EA0,0.614236832
BF348AE0,-0.705244064,BF1D3EA0,-0.614236832
3F54ADF6,0.830779433,3F317777,0.693229139
BF54ADF6,-0.830779433,BF317777,-0.693229139
3F336ABB,0.700847328,3F1C7DCA,0.611294389
BF336ABB,-0.700847328,BF1C7DCA,-0.611294389
3F3664A5,0.712473214,3F1E79F3,0.619048297
BF3664A5,-0.712473214,BF1E79F3,-0.619048297
3F545788,0.829460621,3F31444C,0.692448378
BF545788,-0.829460621,BF31444C,-0.692448378
3F521984,0.820701838,3F2FEEC6,0.687237144
BF521984,-0.820701838,BF2FEEC6,-0.687237144
3F77DCCB,0.968212783,3F44ED85,0.76924926
BF77DCCB,-0.968212783,BF44ED85,-0.76924926
3F551BFE,0.832458377,3F31B883,0.694221675
BF551BFE,-0.832458377,BF31B883,-0.694221675
3F8C78F2,1.09744096,3F54F247,0.831821859
BF8C78F2,-1.09744096,BF54F247,-0.831821859
3F8E35D1,1.11101735,3F568330,0.837939262
